#OTUID	IE03P013	IE03P020	IE03P027	IE03P052	IE03P053	IE03P062	IE03P069	IE03P070	IE07P013	IE07P020	IE07P027	IE07P052	IE07P053	IE07P062	IE07P069	IE07P070	IG00P013	IG00P020	IG00P052	IG00P053	IG00P062	IG00P069	IG00P070	IS00P013	IS00P020	IS00P027	IS00P033	IS00P038	IS00P039	IS00P043	IS00P052	IS00P053	IS00P062	IS00P069	IS00P070	IS00P081	IS00P083	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083	IS07P013	IS07P020	IS07P027	IS07P033	IS07P038	IS07P039	IS07P043	IS07P052	IS07P053	IS07P062	IS07P069	IS07P070
ASV_744	1	1	0	2	0	0	1	13	3	0	0	0	0	0	14	0	2	2	5	0	0	1	33	2	0	1	5	1	3	3	0	2	2	0	0	0	0	1	0	2	3	3	1	0	0	0	0	0	0	0	0	0	1	0	0	2	12	9	0	1	2	0	0
ASV_653	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3
ASV_459	16	7	0	0	0	0	0	0	16	43	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV_416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_833	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	11
ASV_490	1	6	0	0	1	0	0	0	1	2	0	1	0	0	0	0	1	6	1	0	0	0	0	8	0	0	0	11	1	0	0	0	0	0	4	0	0	11	0	0	4	0	1	0	0	0	6	0	0	0	0	1	0	1	1	1	0	0	0	0	0	11	1
ASV_587	0	2	0	2	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	2	0	1	0	0	0	1	0	0	1	1
ASV_657	0	1	14	0	1	0	0	1	0	1	2	0	0	0	0	0	0	14	1	0	0	0	0	3	3	0	2	0	0	0	3	1	0	0	1	0	0	0	1	2	0	0	0	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
ASV_425	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	75	0	0	0	0	0	0	11	4	0	1	0	0	0	0	0	0	0	0	28	0	13	0	1	0	0	0	0	1	0	0	0	0	0	1	13	9	0	3	0	0	0	0	0	0	13	0
ASV_772	0	0	1	1	4	0	5	0	0	0	0	0	5	0	1	0	0	1	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	11
ASV_469	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0
ASV_525	3	11	4	0	0	0	1	0	1	6	18	0	0	0	0	0	1	275	0	0	2	0	1	1	5	0	19	2	1	0	0	1	0	0	3	1	0	4	0	1	2	1	0	1	1	0	2	1	3	0	0	1	6	7	4	0	1	0	3	0	0	1	0
ASV_379	0	0	0	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_639	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	2	0	3	1	6	3	2	0	0	0	1	1	1	3	0	2	2	0	14	0	0	0	0	5	2	0	0	0	0	0	4	0	1	8	0	1	0	0	4	0
ASV_431	0	2	51	0	2	0	0	2	0	3	4	0	2	0	1	5	0	2	0	0	0	1	0	2	3	7	16	0	1	0	0	13	0	0	0	0	0	0	151	3	2	3	0	0	0	0	0	0	0	0	4	2	0	272	2	4	0	1	0	0	0	0	0
ASV_489	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	0	0	1	0	0	39	0	0	0	0	0	0	0	0	0	8	3	0	29	0	0	0	0	2	0	7	0	0	0	15	0	0	0	9	0	0	0	0	0	0	0	0
ASV_668	3	0	0	0	0	0	2	0	2	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	16	0	0	0	1	0	0	27	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1
ASV_370	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	236	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV_693	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	56	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	9
ASV_934	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	1	0	0	2	2	1	0	0	1	1	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	4	0	0	0	0	0	9	0	0	5	4
ASV_455	0	32	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	4	0	2	0	0	1	3	0	0	0	0	0	0	14	0	0	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0	4	3
ASV_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ASV_730	0	0	3	1	0	0	2	0	8	0	14	0	0	0	0	1	0	5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	1	0	1	5	2	10	0	0	0	0	3	0	0	0	0	0	0	0	1	3
ASV_557	0	0	0	0	1	0	0	10	0	1	0	3	0	0	1	0	0	0	0	0	1	1	3	0	1	1	5	2	0	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	5	1	0	0	0	1	0	1	0
ASV_571	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	3	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
ASV_624	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	71	1	0	0	0	0	0	0	0	1	0	2	0	0	0	4	2	0	0	0
ASV_979	3	1	3	0	1	0	0	1	2	0	2	0	0	0	1	0	7	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1
ASV_464	0	0	0	1	0	0	1	49	2	1	0	2	0	0	4	0	8	0	1	2	0	1	27	0	5	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	4	2	0	1	0	0	0	1	0	0	2	1	0	0	0
ASV_518	1	1	26	0	0	0	0	0	1	0	7	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	11	3	0	3	1	0	0	0	0	2	0	0	0	2	0
ASV_503	0	0	0	0	1	0	1	1	0	0	0	3	2	0	1	0	0	0	0	8	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	9
ASV_467	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	5	1	0	0	0	0	0	4	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	2	0	6	16	1	2	0	7	0	0	0
ASV_386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0
ASV_362	0	0	1	0	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0
ASV_549	0	0	0	0	0	0	1	2	2	0	0	0	7	0	5	0	0	0	0	2	0	0	7	10	0	9	0	2	2	0	0	0	0	0	0	0	0	1	5	1	0	7	3	0	0	0	0	0	0	0	2	2	0	5	1	0	3	0	0	0	0	0	0
ASV_526	1	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	4	1	0	7	0	2	1	1	0	3	0	0	0	0	0	1	0	0	6	1
ASV_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	0	0	4	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39	86	1	0	0	0	0	0	0
ASV_501	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2
ASV_561	3	0	0	0	0	0	0	1	3	0	0	0	0	0	3	9	1	0	0	0	0	0	3	0	1	0	1	1	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0
ASV_989	0	1	0	0	0	0	0	2	1	3	0	0	0	0	10	0	0	1	0	0	4	0	14	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	3	0	0	2	0	5	2	1	0	0	0	0
ASV_842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0
ASV_473	3	0	1	1	0	1	2	26	4	0	0	1	6	4	17	0	0	0	0	7	0	5	40	0	2	5	3	1	24	7	0	0	0	0	0	0	0	1	8	3	1	35	2	0	0	0	0	0	0	0	0	6	1	7	0	0	31	3	0	0	0	1	0
ASV_595	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ASV_950	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	8	1	1	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3
ASV_535	1	3	0	1	1	0	0	0	0	0	0	19	6	0	1	0	1	0	2	4	1	0	1	0	3	0	3	5	0	3	0	0	0	0	1	1	0	6	2	0	5	8	4	0	0	0	0	0	1	1	0	0	0	2	3	4	7	4	0	0	0	0	0
ASV_739	1	0	0	0	5	0	0	0	0	0	0	0	3	0	0	4	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	8	2	0	0	0	0	0	3	1	1	0	2	48	1	0	1	0	0	0	0	1	0	0	2	0	0	1	1	1	0	0	14
ASV_1224	0	1	10	0	0	0	0	0	1	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ASV_354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_751	1	0	0	0	0	2	0	6	1	0	2	0	0	2	4	0	17	2	0	0	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	2	2	0	1	1	1	0	11	2	1	0	0	0	1	0	3	0	4	0	0	1	0	0	0	0	3	0
ASV_453	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0	1	2	4	0	0	2	1	0	0	0	0	0	1	1	4	12	0	0	1	4	0	0	0	0	0	0	0	2	2	5	17	0	0	0	0	0	0	0
ASV_504	0	2	0	0	2	1	0	6	0	14	0	0	4	0	1	1	0	0	1	0	0	0	5	1	1	0	0	0	0	5	1	52	0	0	0	0	0	0	0	7	0	1	5	0	2	0	0	0	0	0	0	0	0	0	3	0	1	4	56	0	0	2	0
ASV_486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	3	1	0	3	1	0	0	3	3	0	0	0	0	1	3	0	3	0	1	0	1	0	1	0	0	0	0	0	2	37	0	2	1
ASV_894	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_976	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	0	1	0	0	2	0	6	0	0	2	1	4	0	0	0	0	0	0	0	3	0	2	0	0	4	0	0	0	0	1
ASV_937	0	0	2	0	1	0	0	0	2	1	0	0	0	0	0	0	0	5	2	0	1	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	3	6	0	1	0	0	0	0	0	4	3	0	0	0	0	3	24	0	2	1
ASV_443	0	0	0	19	17	7	2	0	0	0	0	2	3	10	0	1	4	0	2	0	0	4	0	2	0	5	2	11	3	2	0	0	0	0	0	24	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0
ASV_502	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	3	1	1	5	0	0	0	0	0	2	0	0	1	0	3	0	0
ASV_508	1	0	0	0	4	2	0	2	0	0	0	0	1	37	10	1	0	0	0	13	6	0	4	2	0	0	4	1	2	2	0	0	0	0	0	48	0	3	0	4	1	1	0	0	0	0	0	0	0	0	4	0	1	1	3	0	0	1	0	0	0	0	0
ASV_499	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	5	1	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	9	0	0	5	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1
ASV_536	5	2	1	0	0	0	0	0	11	0	0	1	0	0	0	3	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	6	0	0	0	0	0	1	1	0	0	3	0	0	3	1
ASV_580	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	39	0	0	0	1	0	2	0	0	0	0	0	0	0	0	64	1	0	0	0	0	1	0	0	0	0	0	0	11	0	3	0	7	0	0	0	0	0	0	0	0	0	0	1	0
ASV_591	0	0	0	3	0	3	0	0	4	0	0	1	0	3	0	149	0	0	8	1	1	1	0	3	4	2	3	0	7	30	0	0	0	0	0	0	0	14	7	5	1	2	13	0	0	0	3	2	1	1	1	2	3	7	9	0	3	13	1	0	0	0	1
ASV_756	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	15	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	1	0	0	2	0
ASV_479	48	0	1	0	0	0	0	0	109	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_702	1	3	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	1	0	0	0	2	2	34	0	4	0	0	0	0	1	0	0	1	1	0	0	2	0	1	0	0	0	2	0	0	0	0	0	2	0	0	6	0
ASV_1118	1	0	5	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	4	0	1	0	0	1	2	0	11	1	0
ASV_447	0	0	0	1	0	0	2	27	1	0	0	0	0	1	11	0	4	0	0	0	2	0	60	0	4	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
ASV_659	0	1	0	0	8	0	0	1	0	32	0	1	0	0	1	0	1	0	0	0	10	0	0	3	2	0	0	0	0	0	0	0	0	0	1	6	0	22	2	0	0	0	2	0	0	0	1	1	0	0	0	1	4	2	0	0	0	0	0	0	0	3	108
ASV_511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_904	0	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	1	1	1	0	3	0	0	0	0	0	0	76	0	3	4	0	0	0	0	0	0	0	0	0	3	1	32	0	2	2	1	1	0	0	0	0
ASV_922	0	0	0	1	0	0	5	3	0	0	0	0	1	0	1	0	0	5	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
ASV_538	0	0	1	24	2	0	0	0	0	0	1	174	6	0	0	0	0	1	1	14	0	0	1	0	0	3	1	0	0	1	0	138	1	0	2	0	0	0	6	1	0	3	0	12	0	0	0	0	1	0	0	0	0	12	0	3	2	1	9	0	0	0	0
ASV_619	0	1	0	7	0	0	5	5	0	0	0	1	0	0	6	0	1	4	0	2	0	4	13	2	4	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	1	0	0	0	0	0	4	0	0	3	1	5	0	0	0	1	1
ASV_1140	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_500	0	0	0	0	0	4	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	7	3	0	0	0	2	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0
ASV_1082	0	0	0	1	14	0	0	0	0	0	0	2	99	3	0	0	1	0	3	3	1	16	3	0	0	0	0	0	11	2	0	1	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0	56	0	0	0	0	1	13	3	2	1	0	0	0
ASV_555	0	4	0	0	0	0	0	0	0	79	0	0	0	0	0	0	2	8	0	0	0	0	0	0	1	0	5	0	0	0	0	1	41	2	0	0	0	0	0	6	3	0	0	0	0	0	2	4	2	1	1	0	1	0	1	0	0	0	0	0	0	3	0
ASV_451	2	3	0	3	1	0	2	0	9	3	0	10	0	0	0	0	0	0	0	1	36	0	0	4	52	4	0	5	4	0	1	2	0	0	0	1	0	54	3	0	22	0	0	0	0	0	0	1	0	0	1	16	23	3	0	4	4	1	1	0	0	0	0
ASV_480	0	17	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	8	16	0	0	0	0	0	0	0	0	1	0	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV_753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ASV_461	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	11	3	0	0	4	0	0	0	0	0	0	0	4	0	0	2	0
ASV_574	2	1	0	0	3	0	0	2	1	1	0	0	8	0	1	1	0	20	0	0	0	1	3	0	0	2	3	1	14	6	0	0	1	1	0	0	0	0	2	4	1	60	10	0	0	0	0	0	3	0	1	0	0	0	3	1	50	2	1	0	0	1	0
ASV_652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	5	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
ASV_767	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	19	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	5	1	0	1	2	0	1	0	0	0	0	0	0	0	0	8	0	0	0	3	0
ASV_1165	0	2	8	0	0	0	0	8	1	27	5	0	0	0	2	0	5	17	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5
ASV_636	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0
ASV_948	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1090	0	0	0	0	0	0	1	9	0	0	0	0	0	1	0	1	0	0	0	0	0	1	5	1	1	0	1	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	3	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_527	1	0	0	0	1	1	6	1	7	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	8	0	2	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	4	0	0	2	3
ASV_655	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	2	0	1	1	0	0	1	0	0	1	0	2	1	1	0	0	1	0	0	0	1	0	3	1	2	1	4	0	2	0	1	0	0	0	0	0	0	2	1	1	3	0	0	0	0
ASV_663	0	1	0	0	0	0	1	0	0	0	0	2	6	0	0	0	0	0	1	0	18	0	0	0	1	0	0	0	1	0	0	8	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	1	2	0	2	0	1	0	4	2	0	0	0	0	3	9	7
ASV_1216	1	1	1	0	0	0	0	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	1	0	1	0	0	0	0	0	1	0	0	1	0
ASV_627	0	0	0	1	1	1	2	6	0	0	0	3	1	0	4	0	0	1	3	1	0	0	4	0	0	5	5	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	4	1	3	0	0	0	2	0	0	0	0	0	0	1	38
ASV_664	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	3	5	1	2	0	0	0	0	0	0	5	0	0	2	3	5	0	1	0	0	0	0	0	0	0	0	0	0	2	4	4	0	0	0	0	1	0
ASV_721	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	2	7	0	0	0	0	0	8	0	0	3	0	4	0	0	1	1	0	0	0	0	1	2	1	0	1	0	1	0	0	0	1	0
ASV_450	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	3	0	3	0	0	1	1	0	0	0	0	1	27	0	0	0	0	0	0	3	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0
ASV_831	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	12	26	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
ASV_608	0	0	0	0	0	1	0	4	4	2	0	0	0	0	1	0	4	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0
ASV_683	0	0	0	2	36	0	7	0	0	0	0	2	39	0	1	0	0	0	0	15	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	2	0	0	0	0	0	1	2	0	0	1	0	0	0
ASV_532	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	2	2	1	0	0	7	1	0	0	0	0	0	4	4	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0
ASV_478	3	0	2	1	0	0	0	0	0	1	2	2	0	5	0	1	0	0	0	6	5	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	2	2	0	1	1	2	2	1	1	1	0	0	4	8	1
ASV_558	0	2	2	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	89	82	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	1
