#OTUID	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076	DE08P017	DE10P016	DG00P016	DG00P017	DG00P049	DG00P054	DG00P060	DG00P076	DG00P081	DG00P083	DS00P030	DS00P037	DS00P049	DS00P054	DS00P060	DS00P065	DS00P076	DS00P119	DS00P138	DS00P140	DS00P166	DS00P172	DS00P180	DS00P191	DS00P193	DS00P194	DS00P196	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS04P138	DS04P194	DS04P86	DS05P114	DS05P196	DS06P140	DS06P180	DS07P016	DS07P037	DS07P049	DS07P054	DS07P060	DS07P065	DS07P076	DS07P172	DS07P193	DS08P017	DS08P191	DS10P016	DS10P049	DS10P054	DS10P166
ASV_881	7	1	7	52	7	223	49	2	2	3	6	34	18	74	99	3	4	1	0	2	160	3	59	1	2	973	11	20	1	1	0	0	0	2	0	0	0	0	6	0	9	2	7	6	624	29	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	1	3	1	1	0	0	1	11	0	16	30	9	0
ASV_86	0	0	4	11	11	13	0	38	4	0	9	12	2	68	0	0	0	0	0	2	5	4	2	6	1	6	245	6	34	0	3	0	0	31	325	1	94	0	0	13	0	0	0	0	12	122	55	10	0	2	1	0	0	0	2	0	0	0	0	0	0	3	1	19	0	2	25	0	0	119	13	13	0	0	0	392	26	0	0	0	24	10	0
ASV_88	79	8	0	0	3	1	1	11	10	5	0	0	2	0	1	16	3	38	23	0	4	0	2	255	4	0	3	14	13	1	0	0	35	30	36	197	0	69	31	80	242	74	9	4	7	0	60	4	57	0	1	2	3	42	16	33	17	0	9	27	22	1	7	27	6	5	1	1	1	2	8	2	9	2	95	18	0	1	0	16	415	175	1
ASV_79	10	21	19	48	41	17	148	0	2	3	50	20	36	8	23	6	13	23	2	43	55	57	32	1	0	11	94	1	1	11	333	3	0	0	0	1	0	0	0	2	6	6	6	30	10	75	4	1	0	120	10	11	0	1	20	0	6	0	1	1	0	0	3	0	5	47	3	33	16	37	4	1	8	488	0	4	0	13	0	13	42	5	0
ASV_77	10	6	190	50	70	32	36	0	0	13	123	97	39	17	36	6	0	17	6	135	13	25	32	0	2	40	15	20	0	2	42	4	0	2	1	1	0	0	1	0	1	4	9	88	44	21	0	0	0	66	1	0	14	0	0	0	0	0	0	0	0	3	0	0	1	5	0	1	66	12	1	0	20	32	0	0	1	99	8	44	17	1	0
ASV_124	18	13	0	2	2	1	0	16	0	15	4	2	3	35	0	84	0	15	34	7	2	2	4	0	1	2	11	6	37	5	0	292	0	21	16	0	1	1	22	2	2	0	14	12	5	3	20	5	138	0	5	1	89	4	4	6	7	0	5	0	4	112	1	2	8	12	61	1	0	4	11	20	18	0	2	234	6	17	8	4	16	12	10
ASV_99	12	17	0	1	4	4	0	5	2	8	1	0	10	0	0	60	0	26	18	6	2	1	8	4	0	2	13	1	27	0	5	68	0	1	3	494	0	0	0	154	0	249	7	4	4	14	4	5	11	2	4	0	0	0	0	0	0	0	0	1	37	346	0	9	0	1	0	0	0	16	9	6	1	0	5	0	1	4	0	50	1	470	4
ASV_85	19	50	14	24	37	4	2	3	3	31	7	3	22	14	0	31	12	35	14	20	9	25	16	0	2	3	2	2	5	1	6	12	27	6	0	0	1	34	121	1	6	2	23	64	6	3	3	29	0	6	727	1	30	48	26	21	15	2	16	46	5	2	85	0	40	263	19	11	21	8	3	10	44	1	5	6	235	22	365	18	2	2	24
ASV_75	36	12	6	8	7	54	5	8	0	12	3	10	149	36	168	8	3	29	8	9	18	15	42	2	2	13	44	1	4	0	33	28	0	0	0	0	0	0	0	0	0	0	189	9	20	110	1	4	0	109	6	1	4	1	3	0	0	0	0	0	0	0	225	0	0	7	0	2	113	167	2	8	0	11	0	0	0	12	0	12	4	7	0
ASV_84	10	1	58	2	5	9	31	1	1	3	58	0	7	11	11	1	0	27	0	94	25	1	3	0	0	433	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	10	10	238	8	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	4	0	8	4	27	0
ASV_106	0	2	0	0	20	0	0	52	0	0	1	1	0	0	0	0	0	0	1	2	0	14	0	10	3	0	0	2	1	44	0	9	1	80	728	0	12	74	125	0	1	0	0	1	0	2	6	25	1077	0	8	0	7	0	1	0	2	0	0	0	0	0	0	0	42	0	68	0	0	1	4	3	1253	0	7	1	0	0	4	2	7	2	0
ASV_76	29	10	64	12	25	16	42	2	7	19	62	13	12	23	12	16	39	9	3	48	33	7	16	0	23	19	19	15	4	26	3	0	11	11	0	1	0	54	253	0	57	11	22	32	37	15	7	30	2	4	4	474	13	90	27	11	32	4	44	38	9	0	41	6	33	3	2	0	22	18	21	8	12	2	3	3	38	17	103	12	10	0	0
ASV_78	1	10	4	10	10	8	4	0	0	27	6	11	313	5	3	5	0	8	110	6	51	14	15	0	0	6	59	7	2	1	42	1	15	17	0	0	0	76	12	20	0	29	14	7	7	62	2	1	2	42	0	3	153	5	72	24	87	0	0	0	2	0	39	1	0	26	0	10	20	44	1	3	8	9	0	0	0	23	1	16	5	38	0
ASV_83	10	36	39	5	7	42	67	1	0	21	4	9	12	88	34	30	5	37	4	6	2	3	93	0	0	201	7	1	1	1	0	1	0	0	0	0	0	0	0	0	2	0	37	107	62	22	0	4	0	0	0	0	0	0	0	1	0	0	3	0	2	0	1	0	0	0	0	0	29	34	1	5	2	0	0	0	1	6	4	18	0	0	0
ASV_64	4	4	0	0	0	7	0	0	0	24	0	0	0	2	0	0	4	3	5	0	0	0	0	0	0	1	230	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	147	10	1	150	3	0	0	1968	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	47	0	0	0	1691	0	0	0	6	0	338	2	0	0
ASV_97	18	30	4	3	24	4	1	15	49	14	2	18	5	5	0	18	5	6	20	0	12	16	1	15	148	18	7	25	77	16	1	34	3	30	1	1	2	27	151	10	5	27	55	9	14	44	2	57	0	0	1	2	3	62	27	24	191	29	60	26	44	8	1	3	75	2	2	0	10	36	21	33	74	0	13	1	37	13	10	10	7	6	1
ASV_89	6	5	3	4	8	19	61	1	2	2	19	1	12	18	41	3	0	1	3	2	3	10	16	24	4	9	11	76	2	1	212	1	9	6	1	34	0	153	0	220	26	100	8	11	5	2	9	2	0	2	1	2	62	7	55	34	34	0	1	0	10	0	0	9	0	0	0	356	7	0	6	6	0	1	1	0	0	54	0	11	32	2	1
ASV_70	35	3	8	13	16	23	2	0	1	10	63	12	36	40	10	8	0	40	2	12	136	2	65	18	0	7	9	0	0	1	29	1	40	1	0	0	0	6	10	3	22	1	9	14	32	12	0	0	0	10	0	0	2	38	27	14	8	0	15	0	0	0	0	31	0	2	0	0	13	7	0	1	0	4	0	0	0	80	39	14	1	1	0
ASV_100	7	62	0	12	10	7	0	15	1129	27	3	20	1	29	0	57	3	7	9	1	1	14	0	11	91	2	4	4	21	101	0	6	0	105	0	0	0	0	0	4	0	0	25	16	1	2	22	11	2	0	14	9	16	19	40	12	12	19	0	9	1	72	0	0	0	6	0	0	3	1	61	6	19	0	290	7	971	14	0	3	75	2	0
ASV_93	19	16	86	42	123	31	36	0	0	11	35	108	23	24	25	4	0	28	16	43	22	30	42	0	0	20	14	1	0	3	16	0	0	2	3	2	0	0	0	0	0	0	10	46	33	20	0	0	0	27	5	0	5	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	58	14	1	2	9	3	1	0	0	50	1	38	2	1	0
ASV_118	0	0	1	37	6	0	0	42	0	0	0	39	2	0	0	0	0	0	0	6	1	12	6	1	0	2	46	1	3	4	0	6	0	0	12	0	2	17	30	0	0	0	0	0	0	21	6	33	1	0	11	5	95	1	46	3	3	0	0	0	0	0	0	0	46	37	0	0	0	65	2	44	206	0	2	28	0	0	0	0	0	10	0
ASV_98	10	11	0	0	0	4	0	2	15	8	0	0	0	131	0	17	0	11	7	0	0	0	0	7	9	12	8	1	83	0	0	0	1296	0	0	0	2	356	0	0	3	0	19	3	10	0	76	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	4	0	0	0	0	0	1	0	0	1	1	0
ASV_61	0	57	0	7	46	15	91	0	0	1	0	31	52	11	109	0	0	1	4	9	7	0	76	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	15	1	29	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	35	0	1	0	0	0	0	0	30	0	21	0	1	0
ASV_117	2	2	0	3	0	1	0	4	10	3	1	9	0	22	0	3	7	2	3	2	2	0	1	3	1	26	24	3	0	11	0	0	72	3	42	17	0	36	10	21	22	2	6	3	30	10	16	13	101	0	3	0	25	0	4	0	5	808	2	27	23	51	109	3	8	15	795	2	3	12	6	6	40	0	1	0	12	5	142	13	23	3	2
ASV_104	9	32	2	1	0	30	0	41	0	3	0	5	2	20	4	35	1	6	130	3	0	1	9	48	0	1	3	0	0	0	0	1	60	7	0	10	0	43	2	84	0	0	6	17	0	5	8	11	1	0	0	0	24	0	3	1	0	1015	3	51	30	9	0	0	3	0	0	0	2	66	1	3	0	0	11	0	270	70	1	17	1	0	7
ASV_105	0	0	0	2	0	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	5	0	11	1	2	5	28	0	6	22	2	0	11	0	0	0	0	37	0	18	0	0	0	0	6	3	23	0	1381	0	0	10	10	127	78	803	73	0	42	202	0	0	0	8	0	0	0	0	0	2	0	0	23	0	1	0	0	0	0	0	0	15	0
ASV_136	4	2	1	10	0	2	2	0	2	77	0	0	1	1	3	2	3	17	1	1	0	0	0	2	0	2	0	1	6	0	4	11	0	3	0	0	0	0	0	0	1	47	5	0	0	4	0	6	0	6	6	3	14	7	48	39	73	0	0	0	0	18	7	0	1229	925	0	0	4	29	2	6	0	1	5	0	0	0	0	2	3	1	0
ASV_174	7	28	0	2	0	3	1	132	0	5	0	5	0	53	2	25	0	1	78	0	0	1	13	95	4	1	1	5	0	0	0	0	0	1	122	1	0	0	0	0	0	0	8	30	2	1	24	0	0	0	0	0	1	0	0	0	0	8	2	4	0	1	2	0	0	0	2184	0	2	8	7	52	0	0	1	0	0	69	0	16	19	4	0
ASV_112	139	13	0	3	0	6	0	11	1	661	0	1	5	4	0	18	22	104	19	0	0	0	0	4	4	3	0	1	0	9	0	7	1	2	2	21	0	2	0	0	39	85	22	5	0	1	56	2	3	0	22	3	99	3	94	2	1	22	10	26	17	3	159	0	0	0	9	1	0	1	5	0	1	0	16	1	0	2	1	15	11	6	17
ASV_111	13	9	78	36	39	0	1	3	0	1	33	169	33	0	0	0	3	2	1	75	37	9	1	5	2	28	3	6	0	8	0	4	0	0	0	33	0	0	0	0	1	7	1	14	19	15	0	1	0	0	1	19	0	1	0	0	6	0	0	0	25	0	0	0	0	1	0	0	7	11	2	2	1	0	6	0	1	12	0	27	5	0	136
ASV_126	39	3	0	1	0	1	0	17	0	37	0	2	8	1	1	3	0	18	27	0	1	0	0	542	3	0	0	6	1	8	1	0	31	24	55	248	0	592	0	164	82	14	6	1	2	1	9	2	121	0	1	1	69	2	134	0	1	27	14	38	41	21	2	131	0	0	1	7	1	1	1	2	6	0	14	0	1	0	1	5	34	28	74
ASV_96	0	0	0	0	0	0	0	34	0	0	3	0	0	0	0	1	0	0	1	0	0	7	0	4	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	57	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	24	0	1	0	2	0	0	0	0	0	57	3	0
ASV_130	5	2	9	24	13	19	15	11	2	15	19	8	39	41	4	15	261	52	8	29	9	16	9	2	0	12	18	4	0	1	17	0	0	3	1	1	0	0	0	0	11	0	7	33	37	10	2	0	0	64	15	3	2	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	49	8	0	0	4	30	0	0	7	26	2	59	26	3	0
ASV_137	8	1	1	8	1	0	0	1	0	6	4	3	6	0	1	5	1	4	5	3	0	1	3	0	1	0	0	0	0	0	0	3	1	4	32	27	40	1	6	4	0	0	2	3	0	2	2	0	0	0	13	1	55	3	19	7	3	0	0	2	0	151	4	18	9	31	36	26	1	0	1	1	9	0	72	20	4	4	16	13	8	0	20
ASV_107	1	0	15	1	0	2	1	0	0	2	14	5	14	0	0	0	11	0	1	10	19	2	3	2	0	87	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	33	6	0	0	0	0	0	4087	23	5	32	19	13	0	0	0	6	0	0	2	0	208	0	0	1	8	0	0	0	0	0	12	1	2	0	4	2	1	0
ASV_109	2	1	0	0	3	0	0	2	0	2	1	2	1	0	0	0	0	1	1	0	1	1	3	35	2	2	1	2	37	2	34	5	0	2	0	0	174	3	2	2	9	8	2	1	0	2	2	82	0	0	2	0	0	2	8	2	3	167	0	2	1	0	1	2	5	0	0	0	2	4	2	370	1	0	2	20	0	4	2	0	7	51	0
ASV_189	17	22	8	54	21	22	13	19	9	13	10	28	7	54	29	47	22	24	21	25	7	13	25	2	0	10	1	3	8	16	4	26	0	24	54	81	10	3	9	19	13	0	18	16	6	7	0	9	4	1	6	3	2	4	6	3	0	14	0	13	2	93	4	10	51	49	94	1	21	5	8	1	38	7	1	21	182	12	97	8	0	0	376
ASV_92	0	0	3	8	3	1	17	0	0	1	13	3	20	0	0	0	1	0	2	0	21	7	7	2	3	3	1	0	5	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	22	0	0	0	0	1	0	0	1	6	0
ASV_82	6	5	0	3	189	23	82	3	0	10	3	32	100	11	13	5	0	0	5	1	4	88	39	0	1	9	15	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	5	14	16	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	5	0	0	0	0	33	0	2	12	1	0
ASV_95	0	0	18	14	5	44	3	0	0	3	31	17	13	26	1	4	1	0	12	10	36	6	8	0	0	24	10	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	10	25	3	0	0	0	129	1	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	123	0	0	0	10	0	9	2	0	0
ASV_110	147	5	0	1	0	0	0	37	1	27	0	0	1	1	0	11	2	181	70	0	12	0	2	228	4	2	1	7	2	0	0	1	11	47	58	18	11	10	21	88	47	48	10	1	2	4	661	1	12	1	5	0	0	4	67	11	4	5	55	33	4	27	60	6	57	1	2	1	10	1	47	2	0	2	8	17	1	0	0	6	142	23	10
ASV_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4294	0	0	0	3	0	1	1	0	0
ASV_114	9	12	0	3	2	1	0	1	0	9	1	0	6	0	2	18	0	11	87	0	0	1	7	77	0	0	1	0	13	5	1	62	0	18	0	0	0	0	2	150	129	0	15	1	0	1	1	0	372	0	2	7	478	117	52	362	163	0	349	142	57	0	1	52	8	1	2	0	1	0	0	0	6	0	0	0	0	1	1	2	13	1	0
ASV_199	0	0	0	0	24	0	0	0	1	0	1	0	2	0	0	1	0	1	1	1	2	0	3	0	2	0	0	0	0	0	1	1	229	65	1	2	0	350	8	5	18	1	2	0	0	0	0	0	0	0	2	5	4	6	638	77	24	0	2	2	242	10	3	0	0	0	0	0	0	0	0	1	0	0	278	0	0	0	0	0	3	8	0
ASV_159	32	18	1	4	4	5	1	4	49	30	4	3	0	9	0	5	45	173	5	0	1	2	11	9	52	3	0	6	3	11	0	1	16	8	4	70	2	6	72	0	271	165	11	4	2	5	1	0	0	0	4	3	0	0	20	1	1	5	4	30	1	99	19	1	8	11	0	0	6	1	0	0	4	7	0	3	10	4	73	8	33	7	220
ASV_116	8	12	74	2	14	52	4	1	0	7	3	10	7	25	6	10	2	47	9	11	3	12	75	0	0	43	11	0	2	1	6	18	0	0	0	0	0	0	0	0	0	0	23	36	81	28	0	0	0	15	0	0	3	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	43	32	1	13	2	11	0	0	0	11	0	23	3	2	0
ASV_122	30	0	5	0	3	0	0	0	3	11	0	0	1	0	10	0	212	18	0	6	1	2	0	2	2	8	0	95	3	174	0	3	3	3	144	3	0	2	116	0	1	0	6	1	5	2	27	5	6	0	4	0	1	0	10	0	1	10	0	2	2	30	0	0	0	0	2	0	11	6	66	8	28	4	6	0	0	2	182	8	69	228	63
ASV_120	0	0	1	5	3	13	0	7	4	0	0	13	2	7	4	0	0	0	0	0	0	12	0	4	4	1	0	1	0	325	0	1	0	258	0	0	0	0	0	0	0	0	2	0	1	7	1	34	15	0	1	1	6	10	16	82	190	0	0	0	0	225	0	0	2	7	2	0	0	0	0	6	4	0	1	0	4	1	0	0	14	17	0
ASV_91	0	6	8	5	3	0	1	0	17	1	21	140	0	0	5	85	1	0	1	3	7	2	47	1	2	0	10	1	122	0	5	0	43	56	2	10	1	64	21	50	6	0	0	7	0	91	2	5	0	0	0	9	6	47	11	47	447	0	3	0	6	0	0	11	0	0	0	0	0	10	2	84	0	0	0	269	4	48	19	5	7	1	2
ASV_152	4	3	9	19	27	4	31	0	8	20	40	15	58	10	12	0	7	12	9	14	38	18	7	1	4	14	18	0	0	1	39	1	45	63	0	1	2	59	29	61	9	95	8	2	12	11	1	4	0	41	31	3	46	4	272	27	3	9	0	2	4	53	1	7	2	16	0	0	16	8	2	1	1	9	3	3	1	11	2	35	6	0	0
ASV_129	207	35	0	0	3	3	0	22	1	42	0	1	0	6	1	27	6	9	7	1	2	1	4	6	15	4	5	1	13	2	0	4	8	13	5	0	1	21	9	10	0	0	24	10	2	5	0	4	0	1	0	1	0	7	24	8	31	2	14	9	208	5	119	7	42	408	3	0	7	3	3	7	0	1	2	24	131	35	0	1	3	2	0
ASV_176	3	1	0	1	1	2	0	185	24	2	0	1	0	9	5	1	149	21	0	3	2	2	1	16	121	1	0	263	0	24	0	10	1	34	2	328	1	0	57	0	2	527	4	1	0	0	32	2	0	0	118	4	43	1	0	0	1	0	0	0	14	84	0	0	0	51	0	83	3	0	83	2	1	0	0	32	3	0	248	4	93	54	309
ASV_200	4	8	9	13	69	18	6	7	8	10	11	38	18	4	13	5	0	2	11	5	65	74	10	6	10	28	15	8	4	29	5	4	0	0	0	1	0	1	16	0	0	0	19	22	17	43	3	9	1	2	0	1	3	23	4	2	27	0	0	2	7	0	0	0	175	7	1	0	14	37	10	7	5	3	7	0	0	33	0	16	4	2	0
ASV_103	2	23	1	3	1	1	1	6	5	4	0	4	6	7	0	39	30	1	1	1	3	1	7	3	6	3	4	1	31	5	0	238	0	13	0	0	0	2	5	1	5	0	6	5	10	4	2	31	4	0	4	0	9	7	2	9	38	63	71	95	44	8	51	0	23	4	0	0	2	7	14	56	213	0	3	20	83	13	14	3	2	5	14
ASV_154	4	6	6	70	25	9	1	2	86	5	3	9	7	25	4	8	3	6	8	15	8	9	3	0	51	3	4	4	0	38	2	5	3	29	0	0	0	0	21	0	48	3	1	31	4	5	0	8	1	4	111	0	58	3	48	2	5	39	9	25	3	48	39	0	4	639	25	10	1	5	1	4	45	1	13	3	60	8	21	3	4	0	40
ASV_148	0	0	1	0	0	57	0	78	18	0	0	0	0	145	0	1	0	0	1	2	0	0	0	10	69	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	19	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
ASV_209	2	0	3	15	5	1	10	5	6	1	1	30	1	1	14	2	3	0	7	2	27	7	2	1	0	16	4	3	10	241	2	0	0	0	0	0	0	0	181	0	0	0	4	0	19	5	3	33	4	0	0	12	4	4	9	18	128	7	13	165	19	0	0	16	0	0	0	0	1	3	2	13	5	0	5	23	3	12	301	5	2	2	9
ASV_115	3	3	3	12	16	37	0	0	2	10	342	45	11	38	21	3	4	3	1	7	32	39	7	1	0	29	7	0	0	30	25	0	0	0	0	0	0	0	0	0	0	0	5	18	83	8	0	0	2	6	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	69	4	0	2	26	2	0	0	0	18	0	26	0	0	0
ASV_188	7	0	6	2	2	4	16	5	1	0	3	0	4	11	7	2	0	14	1	0	0	1	2	67	2	1	1	10	0	12	45	1	1	12	342	66	0	14	0	52	277	72	1	1	2	1	20	2	0	4	0	4	33	0	12	0	0	0	2	101	8	0	7	0	9	5	94	23	0	0	5	3	1	1	4	7	5	0	6	4	30	10	6
ASV_203	1	5	1	3	11	0	0	0	0	10	0	3	2	12	2	16	0	2	20	2	1	2	0	11	1	2	8	2	17	2	8	1	190	171	214	23	519	41	73	103	127	1	1	5	1	6	12	2	125	1	3	0	17	7	6	43	5	1	70	48	0	8	12	202	0	0	0	1	0	6	10	24	4	1	18	16	26	1	1	1	17	8	0
ASV_146	5	7	60	44	39	9	9	0	0	1	91	24	46	10	13	0	1	5	3	208	27	20	6	0	0	3	18	1	0	5	52	0	0	0	0	0	0	0	0	0	0	2	0	36	10	7	1	0	0	25	11	8	1	0	1	0	0	0	0	0	0	0	0	0	1	8	4	2	1	6	0	0	6	41	0	0	0	10	0	10	6	0	0
ASV_142	0	0	1	14	0	1	1	0	0	0	0	20	0	0	1	7	0	0	0	2	1	0	0	2	0	5	2	4	4	4	0	2	0	0	101	0	0	16	1	54	0	4	1	0	3	0	21	4	0	0	2	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	18	0	0	0	197	5	2	0	0	23	1	0	0	2	6	10	0
ASV_143	3	8	45	10	1	12	28	0	0	0	15	18	3	16	52	7	2	5	5	17	18	7	11	0	2	18	3	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	1	58	14	25	0	9	1	36	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	21	0	3	1	48	1	0	0	42	51	14	2	1	0
ASV_108	0	5	12	21	26	13	1	2	0	0	84	21	14	4	5	0	0	0	28	28	4	47	11	0	0	7	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	14	21	0	1	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	2	32	0	0	0	6	0	0	0	30	0	10	0	7	0
ASV_123	3	11	3	4	21	7	129	0	0	14	0	0	15	5	190	9	0	26	72	2	21	5	42	0	0	7	3	0	0	0	0	3	20	23	0	0	0	98	0	9	207	300	34	6	5	2	0	18	0	0	0	4	3	3	408	3	14	0	0	0	0	0	51	8	0	188	0	14	31	0	0	11	1	0	0	0	0	5	0	153	0	10	0
ASV_125	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	1	302	0	0	0	0	0	70	1	0	0	0	1	0	1	0	1	18	1	0	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	1	3	3	0	0	2	8	0	0	0	3	2	1131	6
ASV_407	0	0	0	1	8	1	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	5	1	3	1	1	6	1	5	0	5	2	0	0	183	0	0	2	0	0	0	0	0	0	0	10	17	25	0	0	1	0	11	0	1	0	0	0	0	0	0	0	0	0	99	0	21	0	0	35	3	8	1	0	0	2337	0	0	0	0	3	2	2
ASV_141	12	2	23	14	43	7	5	2	0	0	18	12	23	33	12	2	7	0	2	9	33	54	14	2	0	48	1	5	4	2	5	2	0	9	0	1	0	1	11	0	32	0	1	2	83	3	0	6	1	0	0	6	0	34	2	3	13	0	0	6	6	38	0	1	0	1	0	4	2	2	7	2	1	0	6	0	1	24	0	51	21	0	0
ASV_127	41	20	0	0	1	0	0	2	1	27	0	1	0	0	0	13	9	32	16	0	2	0	0	5	11	1	0	105	4	0	8	0	4	1	0	0	2	3	0	0	1	10	15	14	0	0	4	49	0	0	1	0	0	0	0	0	0	25	1	2	141	0	0	0	0	4	0	0	16	1	5	17	0	0	1	0	0	13	0	12	114	84	0
ASV_140	8	0	19	54	6	171	20	1	1	1	20	19	1	463	4	1	0	9	0	23	99	1	0	1	2	19	18	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	8	10	48	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	40	7	3	0	1	1	0	0	5	0	4	0	0	0
ASV_135	4	122	2	0	3	49	0	0	0	3	4	1	0	2	4	11	3	4	4	0	0	0	3	0	0	14	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	15	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	1	40	4	3	0	0	0	0	0	1	0	1	3	0	0
ASV_147	2	15	93	5	16	23	0	2	0	8	28	6	1	17	2	4	1	28	2	1	0	18	82	0	1	19	1	0	0	27	4	6	0	0	0	2	0	0	0	0	1	0	29	43	33	16	0	1	1	16	0	2	3	0	0	0	4	0	1	1	1	1	0	0	0	16	0	0	46	19	1	2	1	1	0	0	0	11	13	12	0	0	0
ASV_158	0	0	1	0	0	0	0	58	1	0	0	0	0	1	0	0	0	16	0	3	2	0	0	2	5	0	0	0	1	0	0	4	0	0	0	0	0	0	10	3	0	0	0	8	0	1	5	0	0	0	0	15	21	12	14	97	538	0	2	1	0	0	0	75	39	5	0	0	0	11	1	2	6	0	3	0	4	3	0	7	0	1	0
ASV_220	22	250	10	40	11	6	14	5	0	120	24	17	14	8	9	17	2	24	14	19	19	9	19	0	2	10	15	1	1	1	13	2	0	0	0	3	0	1	2	2	2	2	10	44	15	15	3	1	1	8	8	2	8	0	2	1	0	0	0	7	5	0	13	0	8	1	0	0	24	9	1	3	1	11	2	0	5	65	0	35	1	1	0
ASV_197	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	3	4	1	16	1	0	0	1	0	0	0	11	0	21	1	0	12	125	44	1	9	61	66	44	71	34	0	0	0	0	2	14	0	274	1	0	1	129	44	13	82	51	3	228	103	0	3	6	116	46	0	0	0	0	2	1	0	0	0	2	57	1	5	0	3	1	0	0
ASV_134	3	9	13	22	18	20	19	2	4	2	3	35	10	5	20	1	6	6	4	9	20	24	2	0	3	7	6	7	2	25	5	3	0	16	17	0	0	0	12	0	0	3	4	9	10	6	2	6	2	1	1	616	5	75	3	12	14	0	6	4	0	1	0	0	11	20	6	0	4	2	5	11	1	5	0	2	1	7	0	9	6	0	1
ASV_207	0	0	0	0	2	2	0	12	2	1	0	0	1	1	0	0	7	2	0	0	4	3	0	3	26	0	0	44	11	0	0	0	0	4	68	10	1	0	57	0	228	20	0	0	1	0	5	0	0	0	21	162	9	4	20	2	0	0	0	0	21	23	25	0	0	5	4	3	0	0	5	1	0	0	5	28	1	0	204	0	4	18	6
ASV_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0
